game_id,team_id,team_abbreviation,team_city,player_id,player_name,start_position,comment,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_tov,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,poss,pie,start
21900008,1610612738,BOS,Boston,202683,Enes Kanter,C,,24:58,72.3,74.5,97.7,98.1,-25.4,-23.6,0.167,0.0,16.7,0.081,0.107,0.092,0.0,0.625,0.542,0.156,0.162,106.66,104.78,87.32,55,0.152,True
21900008,1610612738,BOS,Boston,1627759,Jaylen Brown,G,,20:52,83.9,83.7,106.9,109.1,-23.0,-25.4,0.0,0.0,0.0,0.0,0.304,0.135,12.5,0.583,0.546,0.163,0.167,101.03,100.06,83.39,43,0.097,True
21900008,1610612738,BOS,Boston,202689,Kemba Walker,G,,34:15,80.3,84.0,103.3,106.8,-23.0,-22.8,0.111,0.67,8.3,0.04,0.0,0.024,12.5,0.25,0.304,0.25,0.252,108.53,104.41,87.01,75,-0.085,True
21900008,1610612738,BOS,Boston,203935,Marcus Smart,,,33:01,84.3,84.9,101.1,102.7,-16.8,-17.8,0.4,8.0,50.0,0.022,0.079,0.048,6.3,0.286,0.286,0.096,0.101,107.41,106.13,88.44,73,0.061,False
21900008,1610612738,BOS,Boston,1628464,Daniel Theis,,,9:52,97.0,81.0,121.5,120.0,-24.4,-39.0,0.0,0.0,0.0,0.067,0.0,0.043,0.0,0.0,0.543,0.125,0.146,90.68,99.73,83.11,21,0.029,False
21900008,1610612738,BOS,Boston,1628400,Semi Ojeleye,,,9:45,101.3,90.5,100.6,100.0,0.7,-9.5,0.0,0.0,0.0,0.0,0.111,0.05,0.0,0.0,0.0,0.045,0.051,95.11,100.92,84.1,21,0.0,False
21900008,1610612738,BOS,Boston,1629035,Carsen Edwards,,,11:25,110.4,108.7,113.6,113.0,-3.2,-4.3,0.0,0.0,0.0,0.067,0.0,0.036,0.0,0.3,0.3,0.172,0.195,95.69,96.7,80.58,23,-0.011,False
21900008,1610612738,BOS,Boston,1629684,Grant Williams,,,7:12,94.5,88.2,92.1,88.2,2.3,0.0,0.0,0.0,0.0,0.0,0.111,0.056,0.0,0.0,0.0,0.059,0.063,107.2,113.33,94.44,17,-0.1,False
21900008,1610612738,BOS,Boston,202954,Brad Wanamaker,,,5:30,90.8,100.0,95.3,100.0,-4.5,0.0,0.2,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.131,122.01,113.45,94.55,13,-0.063,False
21900008,1610612738,BOS,Boston,1629057,Robert Williams III,,,10:46,107.1,111.5,81.6,88.0,25.5,23.5,0.111,0.0,16.7,0.071,0.154,0.111,0.0,0.5,0.512,0.172,0.172,120.46,113.68,94.74,26,0.092,False
21900008,1610612738,BOS,Boston,1629738,Vincent Poirier,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,False
21900008,1610612738,BOS,Boston,1628369,Jayson Tatum,F,,37:13,89.1,93.7,95.5,98.7,-6.4,-5.1,0.118,0.5,6.9,0.019,0.214,0.105,13.8,0.455,0.45,0.287,0.29,106.25,101.89,84.91,79,0.142,True
21900008,1610612755,PHI,Philadelphia,201143,Al Horford,F,,31:11,93.8,95.7,84.9,84.5,8.9,11.1,0.167,3.0,15.0,0.034,0.025,0.029,5.0,0.423,0.512,0.224,0.229,108.55,107.75,89.79,69,0.082,True
21900008,1610612755,PHI,Philadelphia,203954,Joel Embiid,C,,23:15,105.5,106.0,71.5,72.5,34.0,33.5,0.214,0.0,14.3,0.154,0.25,0.21,0.0,0.393,0.428,0.3,0.314,105.25,104.26,86.88,50,0.245,True
21900008,1610612755,PHI,Philadelphia,1626196,Josh Richardson,G,,33:06,115.2,117.4,84.0,84.3,31.2,33.1,0.083,1.0,10.0,0.054,0.089,0.073,10.0,0.333,0.533,0.214,0.221,101.92,100.79,83.99,69,0.13,True
21900008,1610612755,PHI,Philadelphia,1627732,Ben Simmons,G,,34:59,104.2,109.2,88.4,89.5,15.7,19.7,0.45,2.25,29.0,0.063,0.136,0.105,12.9,0.688,0.659,0.256,0.26,107.41,104.28,86.9,76,0.234,True
21900008,1610612755,PHI,Philadelphia,203516,James Ennis III,,,16:57,62.5,64.9,93.0,94.7,-30.5,-29.9,0.0,0.0,0.0,0.043,0.2,0.125,37.5,0.0,0.315,0.186,0.193,109.2,106.19,88.5,37,-0.132,False
21900008,1610612755,PHI,Philadelphia,1629680,Matisse Thybulle,,,21:41,104.7,110.9,93.6,97.9,11.0,13.0,0.059,1.0,14.3,0.0,0.033,0.019,14.3,0.3,0.3,0.105,0.106,108.29,102.94,85.78,46,-0.033,False
21900008,1610612755,PHI,Philadelphia,1627788,Furkan Korkmaz,,,19:02,99.6,97.6,85.5,86.0,14.1,11.5,0.0,0.0,0.0,0.0,0.133,0.073,0.0,0.75,0.75,0.04,0.042,105.21,105.92,88.27,41,0.094,False
21900008,1610612755,PHI,Philadelphia,203118,Mike Scott,,,16:17,103.6,102.9,85.6,91.4,18.0,11.5,0.125,0.0,11.1,0.042,0.2,0.122,0.0,0.286,0.381,0.182,0.191,104.94,101.7,84.75,34,0.136,False
21900008,1610612755,PHI,Philadelphia,203124,Kyle O'Quinn,,,3:43,134.4,166.7,204.1,150.0,-69.7,16.7,0.0,0.0,0.0,0.0,0.333,0.167,0.0,1.25,1.25,0.25,0.237,86.01,90.4,75.34,6,0.273,False
21900008,1610612755,PHI,Philadelphia,1629003,Shake Milton,,,1:06,100.0,100.0,150.0,100.0,-50.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27,109.09,90.91,2,0.2,False
21900008,1610612755,PHI,Philadelphia,203526,Raul Neto,,,1:06,100.0,100.0,150.0,100.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27,109.09,90.91,2,0.0,False
21900008,1610612755,PHI,Philadelphia,203504,Trey Burke,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,False
21900008,1610612755,PHI,Philadelphia,202699,Tobias Harris,F,,37:37,102.2,106.0,87.9,88.9,14.3,17.1,0.174,1.0,20.0,0.027,0.28,0.172,20.0,0.636,0.631,0.172,0.176,107.16,104.63,87.2,83,0.214,True
21900008,1610612738,BOS,Boston,202330,Gordon Hayward,F,,35:11,90.0,93.4,104.7,106.5,-14.7,-13.1,0.111,2.0,8.7,0.0,0.139,0.063,4.3,0.533,0.63,0.253,0.25,107.23,104.37,86.97,76,0.179,True
21900054,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,F,,18:05,127.7,128.6,99.9,100.0,27.8,28.6,0.063,1.0,7.7,0.095,0.19,0.143,7.7,0.25,0.322,0.245,0.249,113.24,112.81,94.01,42,0.0,True
21900054,1610612763,MEM,Memphis,202685,Jonas Valanciunas,C,,22:46,104.1,106.1,104.0,103.8,0.1,2.3,0.143,1.0,13.3,0.12,0.333,0.224,13.3,0.5,0.595,0.228,0.232,107.4,106.47,88.73,49,0.176,True
21900054,1610612763,MEM,Memphis,1628415,Dillon Brooks,G,,22:36,107.6,111.3,85.8,85.2,21.8,26.1,0.211,0.0,33.3,0.0,0.111,0.057,0.0,0.357,0.481,0.133,0.134,115.16,113.63,94.69,53,0.086,True
21900054,1610612763,MEM,Memphis,1629630,Ja Morant,G,,25:16,103.0,108.5,91.6,93.2,11.4,15.3,0.125,0.5,10.0,0.032,0.067,0.049,20.0,0.5,0.559,0.254,0.253,116.07,112.08,93.4,59,0.087,True
21900054,1610612763,MEM,Memphis,1629634,Brandon Clarke,,,18:31,43.5,44.4,116.9,110.6,-73.4,-66.2,0.0,0.0,0.0,0.038,0.0,0.023,9.1,0.444,0.506,0.224,0.225,117.22,119.24,99.37,45,0.039,False
21900054,1610612763,MEM,Memphis,203937,Kyle Anderson,,,16:55,68.9,68.4,118.7,118.4,-49.8,-50.0,0.2,2.0,28.6,0.0,0.167,0.075,14.3,0.25,0.25,0.119,0.123,107.37,107.82,89.85,38,0.036,False
21900054,1610612763,MEM,Memphis,1626145,Tyus Jones,,,16:20,52.3,50.0,125.4,121.1,-73.1,-71.1,0.333,0.0,33.3,0.0,0.0,0.0,0.0,0.5,0.5,0.098,0.104,107.27,111.67,93.06,38,0.085,False
21900054,1610612763,MEM,Memphis,1628960,Grayson Allen,,,21:13,50.0,51.0,123.9,119.6,-73.8,-68.6,0.25,0.25,4.8,0.03,0.211,0.096,19.0,0.321,0.412,0.351,0.364,112.21,113.12,94.27,49,0.089,False
21900054,1610612763,MEM,Memphis,1629741,Marko Guduric,,,22:57,72.9,75.5,121.8,119.2,-48.8,-43.8,0.231,3.0,33.3,0.0,0.095,0.036,11.1,0.0,0.0,0.094,0.095,110.6,109.8,91.5,53,-0.018,False
21900054,1610612763,MEM,Memphis,203524,Solomon Hill,,,13:28,81.6,84.4,87.0,90.6,-5.4,-6.3,0.143,0.5,10.0,0.111,0.133,0.121,20.0,0.5,0.581,0.243,0.243,118.34,114.06,95.05,32,0.146,False
21900054,1610612763,MEM,Memphis,203998,Bruno Caboclo,,,8:29,38.8,42.1,140.5,133.3,-101.8,-91.2,0.0,0.0,0.0,0.063,0.2,0.095,0.0,0.0,0.0,0.115,0.122,106.71,104.68,87.23,19,-0.2,False
21900054,1610612763,MEM,Memphis,1629001,De'Anthony Melton,,,6:24,54.6,57.1,131.6,126.7,-76.9,-69.5,1.0,0.5,20.0,0.1,0.0,0.071,40.0,0.0,0.0,0.235,0.24,109.05,108.75,90.63,14,-0.067,False
21900054,1610612747,LAL,Los Angeles,2544,LeBron James,F,,28:19,107.5,107.7,103.8,103.0,3.6,4.7,0.533,1.33,25.0,0.0,0.065,0.034,18.8,0.6,0.636,0.333,0.342,110.69,111.03,92.53,65,0.162,True
21900054,1610612747,LAL,Los Angeles,203076,Anthony Davis,F,,30:34,107.8,108.5,80.2,81.7,27.6,26.8,0.133,0.0,6.3,0.235,0.3,0.27,0.0,0.412,0.693,0.366,0.378,112.81,111.49,92.91,71,0.449,True
21900054,1610612747,LAL,Los Angeles,201580,JaVale McGee,C,,29:15,98.5,100.0,89.4,91.3,9.1,8.7,0.048,0.5,10.0,0.032,0.195,0.125,20.0,0.714,0.672,0.117,0.118,116.12,114.05,95.04,70,0.107,True
21900054,1610612747,LAL,Los Angeles,201980,Danny Green,G,,19:25,96.7,95.7,87.1,89.1,9.7,6.5,0.091,1.0,12.5,0.0,0.0,0.0,12.5,0.667,0.667,0.143,0.147,114.41,113.72,94.76,46,0.046,True
21900054,1610612747,LAL,Los Angeles,202340,Avery Bradley,G,,23:30,111.1,111.1,90.3,90.7,20.8,20.4,0.071,0.5,7.7,0.0,0.115,0.063,15.4,0.611,0.581,0.203,0.207,110.58,110.3,91.91,54,0.092,True
21900054,1610612747,LAL,Los Angeles,203484,Kentavious Caldwell-Pope,,,28:35,115.7,116.9,75.7,78.1,40.0,38.8,0.15,3.0,20.0,0.0,0.162,0.09,6.7,0.545,0.568,0.158,0.163,110.6,108.31,90.26,65,0.133,False
21900054,1610612747,LAL,Los Angeles,2730,Dwight Howard,,,18:45,124.6,122.0,65.7,68.3,59.0,53.7,0.154,2.0,40.0,0.056,0.174,0.122,20.0,0.5,0.5,0.063,0.066,105.93,104.96,87.47,41,0.064,False
21900054,1610612747,LAL,Los Angeles,1626188,Quinn Cook,,,22:00,119.5,115.7,65.3,68.0,54.2,47.7,0.063,0.5,9.1,0.0,0.086,0.055,18.2,0.438,0.438,0.172,0.181,110.66,110.18,91.82,51,0.072,False
21900054,1610612747,LAL,Los Angeles,203584,Troy Daniels,,,20:04,98.5,102.2,81.7,83.3,16.8,18.8,0.077,1.0,11.1,0.0,0.1,0.055,11.1,0.357,0.357,0.148,0.152,115.63,112.43,93.69,46,0.042,False
21900054,1610612747,LAL,Los Angeles,1627936,Alex Caruso,,,12:45,89.1,90.3,45.7,48.3,43.4,42.0,0.308,2.0,40.0,0.0,0.15,0.088,20.0,0.0,0.0,0.176,0.185,116.86,112.94,94.12,31,0.148,False
21900054,1610612747,LAL,Los Angeles,201162,Jared Dudley,,,6:48,131.6,118.8,63.9,66.7,67.6,52.1,0.111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.16,109.41,91.18,16,0.039,False
21900054,1610612747,LAL,Los Angeles,1629659,Talen Horton-Tucker,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,False
21900054,1610612763,MEM,Memphis,203109,Jae Crowder,F,,27:00,83.9,85.5,101.4,103.2,-17.5,-17.7,0.067,0.33,7.7,0.029,0.143,0.081,23.1,0.438,0.483,0.164,0.169,112.25,110.22,91.85,62,0.04,True
21900063,1610612762,UTA,Utah,1629742,Stanton Kidd,,,1:22,0.0,0.0,100.0,66.7,-100.0,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24,87.8,73.17,2,0.0,False
21900063,1610612762,UTA,Utah,1628396,Tony Bradley,,,1:22,0.0,0.0,100.0,66.7,-100.0,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24,87.8,73.17,2,0.0,False
21900063,1610612746,LAC,LA,1628476,Derrick Walton Jr.,,,1:22,100.0,66.7,0.0,0.0,100.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24,87.8,73.17,3,0.0,False
21900063,1610612746,LAC,LA,202335,Patrick Patterson,F,,28:58,99.2,103.4,96.1,94.9,3.1,8.5,0.087,0.0,33.3,0.034,0.091,0.059,0.0,0.375,0.375,0.06,0.06,99.26,97.77,81.47,59,0.029,True
21900063,1610612746,LAC,LA,1627826,Ivica Zubac,C,,17:46,102.5,105.6,94.9,97.2,7.6,8.3,0.091,1.0,16.7,0.111,0.4,0.242,16.7,1.0,1.0,0.119,0.122,99.91,97.26,81.05,36,0.248,True
21900063,1610612746,LAC,LA,101150,Lou Williams,G,,27:30,95.9,100.0,122.6,115.5,-26.7,-15.5,0.286,0.8,13.8,0.0,0.167,0.07,17.2,0.559,0.598,0.403,0.401,98.65,99.48,82.9,56,0.131,True
21900063,1610612746,LAC,LA,201976,Patrick Beverley,G,,25:23,93.8,88.7,109.6,111.1,-15.7,-22.4,0.0,0.0,0.0,0.043,0.087,0.065,13.3,0.308,0.308,0.263,0.277,99.13,101.17,84.31,53,0.005,True
21900063,1610612746,LAC,LA,1626149,Montrezl Harrell,,,13:39,77.7,78.6,125.2,120.0,-47.5,-41.4,0.0,0.0,0.0,0.0,0.182,0.091,10.0,0.556,0.556,0.357,0.353,100.36,101.98,84.98,28,0.072,False
21900063,1610612746,LAC,LA,203585,Rodney McGruder,,,17:57,93.9,89.5,149.7,143.2,-55.8,-53.8,0.0,0.0,0.0,0.0,0.091,0.045,0.0,0.0,0.0,0.077,0.081,95.74,100.29,83.57,38,-0.066,False
21900063,1610612746,LAC,LA,203210,JaMychal Green,,,27:24,95.3,98.2,116.7,115.3,-21.4,-17.0,0.0,0.0,0.0,0.04,0.28,0.16,7.7,0.955,0.968,0.206,0.21,102.52,101.61,84.67,57,0.221,False
21900063,1610612746,LAC,LA,203090,Maurice Harkless,,,17:04,76.8,78.4,108.2,107.9,-31.4,-29.5,0.182,0.0,40.0,0.0,0.1,0.056,0.0,0.333,0.333,0.075,0.077,106.38,105.48,87.9,37,0.045,False
21900063,1610612746,LAC,LA,1629010,Jerome Robinson,,,18:42,110.3,112.8,116.4,115.0,-6.1,-2.2,0.214,0.6,20.0,0.0,0.111,0.061,33.3,0.643,0.643,0.279,0.287,101.9,101.39,84.49,39,0.051,False
21900063,1610612746,LAC,LA,1629611,Terance Mann,,,10:00,104.5,109.5,71.7,70.0,32.8,39.5,0.714,5.0,55.6,0.091,0.25,0.158,11.1,0.667,0.667,0.167,0.174,99.65,98.4,82.0,21,0.442,False
21900063,1610612746,LAC,LA,1629662,Mfiondu Kabengele,,,1:22,100.0,66.7,0.0,0.0,100.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.5,70.24,87.8,73.17,3,-1.0,False
21900063,1610612762,UTA,Utah,202711,Bojan Bogdanovic,F,,30:41,114.2,111.1,105.4,112.9,8.8,-1.8,0.091,0.5,11.1,0.0,0.148,0.082,22.2,0.545,0.589,0.25,0.261,99.87,97.77,81.48,63,0.061,True
21900063,1610612762,UTA,Utah,1626220,Royce O'Neale,F,,23:43,131.8,125.0,109.3,114.6,22.5,10.4,0.043,1.0,50.0,0.0,0.182,0.108,50.0,0.0,0.0,0.021,0.022,96.98,97.15,80.96,48,0.037,True
21900063,1610612762,UTA,Utah,203497,Rudy Gobert,C,,32:38,113.4,111.9,102.3,109.1,11.1,2.8,0.0,0.0,0.0,0.0,0.241,0.135,8.3,0.714,0.618,0.176,0.181,100.43,97.81,81.51,67,0.095,True
21900063,1610612762,UTA,Utah,1628378,Donovan Mitchell,G,,34:59,103.6,102.6,91.6,93.3,12.0,9.3,0.091,1.0,8.7,0.0,0.147,0.076,8.7,0.588,0.64,0.259,0.268,104.06,103.59,86.33,76,0.171,True
21900063,1610612762,UTA,Utah,201144,Mike Conley,G,,32:00,113.8,112.3,103.7,110.8,10.0,1.5,0.294,2.5,20.0,0.0,0.034,0.019,8.0,0.794,0.811,0.303,0.312,100.17,97.5,81.25,65,0.223,True
21900063,1610612762,UTA,Utah,204060,Joe Ingles,,,31:03,118.9,119.4,83.0,81.5,35.9,37.9,0.25,7.0,43.8,0.0,0.077,0.038,6.3,0.625,0.625,0.125,0.128,101.35,102.03,85.02,67,0.124,False
21900063,1610612762,UTA,Utah,201145,Jeff Green,,,19:28,100.6,97.7,83.2,82.9,17.4,14.7,0.0,0.0,0.0,0.0,0.05,0.024,0.0,0.5,0.5,0.17,0.179,101.88,103.56,86.3,43,0.093,False
21900063,1610612762,UTA,Utah,1626144,Emmanuel Mudiay,,,16:00,106.1,105.7,75.3,68.6,30.8,37.1,0.417,5.0,33.3,0.0,0.2,0.097,6.7,0.444,0.444,0.256,0.264,100.14,105.0,87.5,35,0.2,False
21900063,1610612762,UTA,Utah,1628430,Nigel Williams-Goss,,,1:22,0.0,0.0,100.0,66.7,-100.0,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5,0.5,70.24,87.8,73.17,2,-1.0,False
21900063,1610612762,UTA,Utah,202334,Ed Davis,,,14:00,113.3,112.9,76.2,71.0,37.2,41.9,0.077,1.0,20.0,0.188,0.429,0.3,20.0,0.667,0.667,0.114,0.118,102.45,106.29,88.57,31,0.174,False
21900063,1610612762,UTA,Utah,1627777,Georges Niang,,,1:22,0.0,0.0,100.0,66.7,-100.0,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24,87.8,73.17,2,0.0,False
21900063,1610612746,LAC,LA,1629013,Landry Shamet,F,,32:53,91.2,97.1,110.0,107.2,-18.8,-10.2,0.08,0.67,15.4,0.0,0.042,0.017,23.1,0.143,0.3,0.143,0.142,101.94,99.98,83.32,68,-0.026,True
21900110,1610612755,PHI,Philadelphia,1626196,Josh Richardson,G,,34:41,105.0,108.3,96.0,93.1,9.0,15.3,0.267,4.0,20.0,0.028,0.071,0.051,5.0,0.692,0.767,0.193,0.199,99.73,99.64,83.04,72,0.23,True
21900110,1610612762,UTA,Utah,1629742,Stanton Kidd,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,False
21900110,1610612762,UTA,Utah,1629714,Jarrell Brantley,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,False
21900110,1610612762,UTA,Utah,1628396,Tony Bradley,,,11:52,105.4,92.3,130.7,119.2,-25.2,-26.9,0.0,0.0,0.0,0.188,0.0,0.115,0.0,0.8,0.8,0.156,0.174,93.96,105.12,87.6,26,0.135,False
21900110,1610612762,UTA,Utah,1627777,Georges Niang,,,10:51,90.5,81.8,159.4,152.2,-68.8,-70.4,0.0,0.0,0.0,0.0,0.25,0.091,0.0,0.0,0.266,0.077,0.084,92.55,99.54,82.95,22,-0.058,False
21900110,1610612762,UTA,Utah,201145,Jeff Green,,,18:33,103.8,94.9,129.1,128.2,-25.3,-33.3,0.0,0.0,0.0,0.0,0.353,0.158,14.3,0.25,0.25,0.152,0.164,96.21,100.92,84.1,39,0.025,False
21900110,1610612762,UTA,Utah,204060,Joe Ingles,,,29:14,108.5,101.6,113.8,115.9,-5.4,-14.3,0.111,0.0,14.3,0.029,0.04,0.034,0.0,0.636,0.673,0.167,0.177,101.83,104.26,86.89,64,0.096,False
21900110,1610612762,UTA,Utah,201144,Mike Conley,G,,34:16,108.4,109.6,80.1,84.7,28.3,24.9,0.08,0.5,9.1,0.054,0.103,0.079,18.2,0.433,0.46,0.238,0.242,105.02,101.57,84.64,73,0.095,True
